Vendor ID,Vendor Name,Vendor Category,Invoice Number,Invoice Date,Invoice Amount,Due Date,Payment Date,Payment Status,Payment Method,Days Overdue
VEN218,Brown-Gibson,Packaging,INV-2023-218,24-02-2025,155077.38,26-03-2025,31-03-2025,Paid,UPI,0
VEN219,Collins-Yoder,Packaging,INV-2023-219,20-04-2024,94296.98,20-05-2024,18-05-2024,Paid,UPI,0
VEN220,"Eaton, Walsh and Peterson",Marketing,INV-2023-220,12-10-2024,35753.97,11-11-2024,,Overdue,Bank Transfer,122
VEN221,Holloway-Smith,Logistics,INV-2023-221,29-04-2024,71943.75,29-05-2024,29-05-2024,Paid,UPI,0
VEN222,"Sullivan, Rodriguez and Jacobs",Packaging,INV-2023-222,15-04-2024,123921.57,15-05-2024,,Pending,Cheque,0
VEN223,"Owen, Miller and Johnson",Marketing,INV-2023-223,17-06-2024,151460.39,17-07-2024,12-07-2024,Paid,UPI,0
VEN224,Williams-Monroe,Packaging,INV-2023-224,30-07-2024,61375.42,29-08-2024,,Pending,UPI,0
VEN225,Patterson-Hernandez,Packaging,INV-2023-225,13-02-2025,13362.78,15-03-2025,13-03-2025,Paid,UPI,0
VEN226,Stephens Group,Restaurant Partners,INV-2023-226,10-05-2024,31126.2,09-06-2024,,Overdue,Cheque,277
VEN227,"Smith, Reeves and Obrien",Logistics,INV-2023-227,30-05-2024,135501.42,29-06-2024,,Pending,UPI,0
VEN228,"Reyes, Johnson and Lucas",Restaurant Partners,INV-2023-228,02-10-2024,39354.79,01-11-2024,,Pending,Bank Transfer,0
VEN229,"Horton, Munoz and Brown",Marketing,INV-2023-229,04-12-2024,50080.47,03-01-2025,01-01-2025,Paid,UPI,0
VEN230,Wright Ltd,Marketing,INV-2023-230,14-04-2024,104836.58,14-05-2024,,Overdue,UPI,303
VEN231,Brown Inc,Logistics,INV-2023-231,18-07-2024,175239.54,17-08-2024,,Overdue,Cheque,208
VEN232,Dixon LLC,Logistics,INV-2023-232,29-10-2024,113551.64,28-11-2024,,Overdue,Cheque,105
VEN233,Roberts-Hayes,Logistics,INV-2023-233,22-06-2024,5127.03,22-07-2024,,Overdue,UPI,234
VEN234,Brooks PLC,Marketing,INV-2023-234,25-10-2024,158314.71,24-11-2024,,Pending,Bank Transfer,0
VEN235,Vasquez and Sons,Logistics,INV-2023-235,26-11-2024,25114.12,26-12-2024,21-12-2024,Paid,UPI,0
VEN236,Coleman Group,Packaging,INV-2023-236,10-01-2025,7375.34,09-02-2025,,Overdue,Bank Transfer,32
VEN237,Glover Inc,Marketing,INV-2023-237,10-02-2025,93858.37,12-03-2025,,Pending,UPI,0
VEN238,"Meadows, Wade and Clarke",Restaurant Partners,INV-2023-238,29-06-2024,38113.49,29-07-2024,24-07-2024,Paid,UPI,0
VEN239,"Leonard, Gillespie and Miller",Marketing,INV-2023-239,28-10-2024,44420.12,27-11-2024,,Overdue,Bank Transfer,106
VEN240,"Snyder, Valencia and Romero",Restaurant Partners,INV-2023-240,07-04-2024,73107.52,07-05-2024,,Pending,Bank Transfer,0
VEN241,"Mccormick, Robertson and Rocha",Logistics,INV-2023-241,23-01-2025,148920.7,22-02-2025,27-02-2025,Paid,Bank Transfer,0
VEN242,Ewing-Rivas,Restaurant Partners,INV-2023-242,18-09-2024,117199.85,18-10-2024,,Pending,Cheque,0
VEN243,Garcia-Arnold,Packaging,INV-2023-243,21-01-2025,37779.07,20-02-2025,,Overdue,UPI,21
VEN244,Stewart-Foster,Restaurant Partners,INV-2023-244,02-07-2024,86032.58,01-08-2024,01-08-2024,Paid,Cheque,0
VEN245,Espinoza-Cannon,Packaging,INV-2023-245,04-10-2024,56607.41,03-11-2024,01-11-2024,Paid,Bank Transfer,0
VEN246,"Smith, Perez and Rogers",Logistics,INV-2023-246,19-04-2024,112017.7,19-05-2024,,Pending,Cheque,0
VEN247,Jenkins-Murphy,Marketing,INV-2023-247,21-12-2024,132674.14,20-01-2025,20-01-2025,Paid,Cheque,0
VEN248,"Thomas, Bass and Harris",Packaging,INV-2023-248,01-04-2024,60250.03,01-05-2024,,Overdue,Bank Transfer,316
VEN249,Riley-Washington,Restaurant Partners,INV-2023-249,14-09-2024,169243.54,14-10-2024,,Pending,Cheque,0
VEN250,Lynn-Gibson,Marketing,INV-2023-250,12-04-2024,64923.11,12-05-2024,,Pending,UPI,0
VEN251,Edwards-Nunez,Marketing,INV-2023-251,06-04-2024,44904.59,06-05-2024,11-05-2024,Paid,Cheque,0
VEN252,"Henry, Myers and Dunn",Restaurant Partners,INV-2023-252,02-10-2024,181691.15,01-11-2024,,Pending,UPI,0
VEN253,"Barnett, Cook and Howell",Restaurant Partners,INV-2023-253,10-06-2024,61483.3,10-07-2024,,Overdue,Bank Transfer,246
VEN254,Gutierrez and Sons,Logistics,INV-2023-254,30-12-2024,169666.05,29-01-2025,,Overdue,Bank Transfer,43
VEN255,Lewis Ltd,Restaurant Partners,INV-2023-255,06-10-2024,167523.02,05-11-2024,,Overdue,UPI,128
VEN256,Campbell-Reed,Restaurant Partners,INV-2023-256,23-08-2024,112637.25,22-09-2024,,Pending,UPI,0
VEN257,King PLC,Logistics,INV-2023-257,08-01-2025,50009.36,07-02-2025,,Overdue,Cheque,34
VEN258,Campbell Inc,Restaurant Partners,INV-2023-258,14-07-2024,129727.7,13-08-2024,13-08-2024,Paid,Cheque,0
VEN259,"Madden, Hurst and King",Logistics,INV-2023-259,09-09-2024,126601.96,09-10-2024,,Overdue,UPI,155
VEN260,Sellers-Wright,Logistics,INV-2023-260,28-06-2024,152479.11,28-07-2024,,Overdue,Cheque,228
VEN261,Dixon-Miller,Logistics,INV-2023-261,11-05-2024,162786.23,10-06-2024,,Pending,Cheque,0
VEN262,Rivera Group,Logistics,INV-2023-262,22-12-2024,155554.9,21-01-2025,,Pending,UPI,0
VEN263,Grant Ltd,Restaurant Partners,INV-2023-263,04-01-2025,127221.93,03-02-2025,29-01-2025,Paid,Bank Transfer,0
VEN264,Lawrence-Sandoval,Logistics,INV-2023-264,17-09-2024,198053.86,17-10-2024,12-10-2024,Paid,Cheque,0
VEN265,"Weiss, Jones and Rice",Logistics,INV-2023-265,19-03-2024,192603.37,18-04-2024,,Overdue,Cheque,329
VEN266,Miller and Sons,Restaurant Partners,INV-2023-266,26-03-2024,36489.03,25-04-2024,,Overdue,Cheque,322
VEN267,Palmer-Waters,Marketing,INV-2023-267,17-07-2024,87667.2,16-08-2024,,Overdue,Cheque,209
VEN268,Weber-Chang,Packaging,INV-2023-268,25-10-2024,16915.58,24-11-2024,22-11-2024,Paid,Bank Transfer,0
VEN269,"Lynch, Graves and Hubbard",Logistics,INV-2023-269,11-04-2024,189958.37,11-05-2024,,Overdue,Bank Transfer,306
VEN270,"Johnson, Lewis and Wood",Restaurant Partners,INV-2023-270,01-11-2024,32424.05,01-12-2024,,Pending,Cheque,0
VEN271,"Pearson, Butler and Delgado",Logistics,INV-2023-271,13-08-2024,99864.25,12-09-2024,,Pending,UPI,0
VEN272,"Booker, Lawrence and Reynolds",Logistics,INV-2023-272,09-10-2024,105238.06,08-11-2024,13-11-2024,Paid,UPI,0
VEN273,"Smith, Gordon and Phillips",Logistics,INV-2023-273,21-06-2024,14258.56,21-07-2024,,Pending,UPI,0
VEN274,Mcknight and Sons,Marketing,INV-2023-274,31-07-2024,183498.46,30-08-2024,,Pending,Cheque,0
VEN275,Reed Group,Packaging,INV-2023-275,19-02-2025,132784.64,21-03-2025,,Pending,Bank Transfer,0
VEN276,Hubbard-White,Packaging,INV-2023-276,05-04-2024,93558.72,05-05-2024,03-05-2024,Paid,Bank Transfer,0
VEN277,Moore-Glenn,Marketing,INV-2023-277,03-02-2025,51558.37,05-03-2025,,Overdue,Cheque,8
VEN278,Wheeler Ltd,Packaging,INV-2023-278,05-09-2024,67098.2,05-10-2024,,Pending,Cheque,0
VEN279,Tapia and Sons,Restaurant Partners,INV-2023-279,20-02-2025,19136.21,22-03-2025,,Pending,Cheque,0
VEN280,Sullivan PLC,Packaging,INV-2023-280,17-05-2024,19566.95,16-06-2024,11-06-2024,Paid,Cheque,0
VEN281,Mcmahon PLC,Restaurant Partners,INV-2023-281,01-09-2024,28147.69,01-10-2024,06-10-2024,Paid,Cheque,0
VEN282,Jones PLC,Marketing,INV-2023-282,21-03-2024,136164.93,20-04-2024,,Overdue,UPI,327
VEN283,Wolf and Sons,Packaging,INV-2023-283,19-01-2025,141036.89,18-02-2025,,Overdue,UPI,23
VEN284,Adams-Simpson,Marketing,INV-2023-284,15-11-2024,27592.14,15-12-2024,,Overdue,UPI,88
VEN285,"Perkins, Walker and Richards",Logistics,INV-2023-285,25-07-2024,66291.19,24-08-2024,22-08-2024,Paid,UPI,0
VEN286,Hudson-Morris,Packaging,INV-2023-286,01-08-2024,72362.34,31-08-2024,,Overdue,Bank Transfer,194
VEN287,Fletcher-Peters,Restaurant Partners,INV-2023-287,10-11-2024,103338.48,10-12-2024,20-12-2024,Paid,Cheque,0
VEN288,Hayes-Silva,Logistics,INV-2023-288,22-04-2024,38312.34,22-05-2024,,Overdue,Cheque,295
VEN289,Smith LLC,Logistics,INV-2023-289,08-07-2024,67942.33,07-08-2024,,Pending,Cheque,0
VEN290,French-Williams,Restaurant Partners,INV-2023-290,20-11-2024,34130.36,20-12-2024,30-12-2024,Paid,Bank Transfer,0
VEN291,Humphrey-Brown,Marketing,INV-2023-291,12-10-2024,156871.46,11-11-2024,,Overdue,Cheque,122
VEN292,"Lam, Marshall and Williams",Restaurant Partners,INV-2023-292,22-02-2025,165215.16,24-03-2025,,Pending,Bank Transfer,0
VEN293,"Miranda, Anderson and Archer",Logistics,INV-2023-293,30-03-2024,55763.75,29-04-2024,09-05-2024,Paid,Bank Transfer,0
VEN294,Conway-Erickson,Logistics,INV-2023-294,06-07-2024,189764.84,05-08-2024,,Pending,UPI,0
VEN295,Torres Inc,Restaurant Partners,INV-2023-295,25-06-2024,56992.51,25-07-2024,,Pending,UPI,0
VEN296,Clark-Woodard,Restaurant Partners,INV-2023-296,30-06-2024,73691.35,30-07-2024,,Pending,Bank Transfer,0
VEN297,Harris-Roberts,Restaurant Partners,INV-2023-297,23-09-2024,179936.94,23-10-2024,,Pending,UPI,0
VEN298,Hooper-Patterson,Logistics,INV-2023-298,04-02-2025,57026.8,06-03-2025,,Overdue,Bank Transfer,7
VEN299,Miller Inc,Logistics,INV-2023-299,19-09-2024,176435.87,19-10-2024,,Pending,UPI,0
VEN300,Gentry and Sons,Logistics,INV-2023-300,02-04-2024,145106.35,02-05-2024,,Overdue,Bank Transfer,315
VEN301,Hudson-Shaw,Restaurant Partners,INV-2023-301,07-11-2024,92053,07-12-2024,,Pending,Bank Transfer,0
VEN302,Johnson LLC,Restaurant Partners,INV-2023-302,01-04-2024,179517.33,01-05-2024,,Overdue,Cheque,316
VEN303,"Mcfarland, Rivera and Marquez",Restaurant Partners,INV-2023-303,06-07-2024,130192.53,05-08-2024,03-08-2024,Paid,Cheque,0
VEN304,"Baker, Leonard and Barr",Restaurant Partners,INV-2023-304,15-04-2024,178665.04,15-05-2024,,Overdue,Bank Transfer,302
VEN305,Mcmahon Inc,Packaging,INV-2023-305,22-03-2024,177151.6,21-04-2024,,Overdue,Bank Transfer,326
VEN306,Villegas Inc,Restaurant Partners,INV-2023-306,18-02-2025,192378.36,20-03-2025,20-03-2025,Paid,UPI,0
VEN307,Rollins-Taylor,Logistics,INV-2023-307,16-01-2025,58342.53,15-02-2025,,Pending,UPI,0
VEN308,Contreras PLC,Restaurant Partners,INV-2023-308,07-10-2024,77767.99,06-11-2024,,Pending,Bank Transfer,0
VEN309,Glenn Inc,Packaging,INV-2023-309,07-01-2025,157081.76,06-02-2025,,Pending,UPI,0
VEN310,"Banks, Reyes and Roy",Logistics,INV-2023-310,26-08-2024,124459.3,25-09-2024,,Overdue,Cheque,169
VEN311,"Hobbs, Cooper and Dunn",Marketing,INV-2023-311,23-05-2024,118512.33,22-06-2024,22-06-2024,Paid,Bank Transfer,0
VEN312,"Jones, Christensen and Mata",Logistics,INV-2023-312,30-01-2025,171086.21,01-03-2025,,Overdue,UPI,12
VEN313,Jones-Parker,Marketing,INV-2023-313,28-05-2024,151757.33,27-06-2024,,Pending,Cheque,0
VEN314,Scott-White,Marketing,INV-2023-314,12-01-2025,85909.59,11-02-2025,21-02-2025,Paid,Cheque,0
VEN315,"Buck, Smith and Webster",Logistics,INV-2023-315,27-01-2025,109734.97,26-02-2025,,Overdue,Bank Transfer,15
VEN316,Cox Inc,Packaging,INV-2023-316,27-06-2024,134493.29,27-07-2024,,Pending,Bank Transfer,0
VEN317,"Williams, Wilson and Chavez",Marketing,INV-2023-317,08-07-2024,127321.22,07-08-2024,05-08-2024,Paid,Cheque,0
VEN318,Bush and Sons,Marketing,INV-2023-318,29-05-2024,54062.34,28-06-2024,03-07-2024,Paid,UPI,0
VEN319,Ashley-Mcmillan,Marketing,INV-2023-319,01-12-2024,79950.08,31-12-2024,,Pending,Cheque,0
VEN320,"Taylor, Dunn and Cross",Marketing,INV-2023-320,08-08-2024,54702.05,07-09-2024,12-09-2024,Paid,Bank Transfer,0
VEN321,Taylor-Martinez,Logistics,INV-2023-321,22-05-2024,70894.63,21-06-2024,,Pending,Cheque,0
VEN322,"Martinez, Peterson and Kelley",Packaging,INV-2023-322,11-09-2024,133465.98,11-10-2024,11-10-2024,Paid,UPI,0
VEN323,"Brown, Howell and Obrien",Restaurant Partners,INV-2023-323,18-05-2024,90790.43,17-06-2024,,Overdue,Bank Transfer,269
VEN324,Charles-Collins,Packaging,INV-2023-324,03-08-2024,79956.27,02-09-2024,,Pending,UPI,0
VEN325,Wagner PLC,Logistics,INV-2023-325,26-01-2025,147221.12,25-02-2025,,Pending,Cheque,0
VEN326,"Horn, Tucker and Krueger",Packaging,INV-2023-326,11-02-2025,107851.78,13-03-2025,,Overdue,Cheque,0
VEN327,"Morris, Watson and Joseph",Marketing,INV-2023-327,06-10-2024,113954.4,05-11-2024,10-11-2024,Paid,UPI,0
VEN328,Vega LLC,Packaging,INV-2023-328,30-10-2024,48737.63,29-11-2024,,Overdue,Bank Transfer,104
VEN329,"Price, Mckinney and Gallagher",Logistics,INV-2023-329,12-09-2024,9872.01,12-10-2024,,Overdue,UPI,152
VEN330,Davenport Inc,Restaurant Partners,INV-2023-330,11-09-2024,154085.72,11-10-2024,09-10-2024,Paid,Cheque,0
VEN331,"Williams, Tyler and Ford",Packaging,INV-2023-331,02-09-2024,65819.8,02-10-2024,,Pending,UPI,0
VEN332,"Stewart, Nelson and Pacheco",Marketing,INV-2023-332,05-03-2025,102413.91,04-04-2025,,Overdue,UPI,-22
VEN333,Berger-Mcguire,Marketing,INV-2023-333,24-08-2024,81347.88,23-09-2024,,Overdue,UPI,171
VEN334,Beltran and Sons,Packaging,INV-2023-334,09-07-2024,98390.06,08-08-2024,,Pending,UPI,0
VEN335,Martin-Meyer,Marketing,INV-2023-335,12-12-2024,174890.83,11-01-2025,06-01-2025,Paid,Bank Transfer,0
VEN336,Gomez-Smith,Packaging,INV-2023-336,13-09-2024,199453.25,13-10-2024,,Pending,Cheque,0
VEN337,Gomez Ltd,Restaurant Partners,INV-2023-337,03-05-2024,86446.98,02-06-2024,,Pending,Cheque,0
VEN338,Santiago Ltd,Restaurant Partners,INV-2023-338,12-03-2025,84821.28,11-04-2025,16-04-2025,Paid,Cheque,0
VEN339,"Adams, Robinson and Jackson",Marketing,INV-2023-339,07-02-2025,120694.66,09-03-2025,,Pending,Bank Transfer,0
VEN340,Smith PLC,Logistics,INV-2023-340,29-01-2025,122140.31,28-02-2025,,Overdue,UPI,13
VEN341,"Jackson, Alexander and Petty",Marketing,INV-2023-341,27-12-2024,193640.39,26-01-2025,26-01-2025,Paid,Cheque,0
VEN342,Davis-Ramos,Logistics,INV-2023-342,27-10-2024,104936.26,26-11-2024,01-12-2024,Paid,Cheque,0
VEN343,Malone-Smith,Restaurant Partners,INV-2023-343,16-01-2025,39452.09,15-02-2025,,Pending,Bank Transfer,0
VEN344,Bauer-Dominguez,Logistics,INV-2023-344,15-02-2025,112480.14,17-03-2025,27-03-2025,Paid,Cheque,0
VEN345,Walls-Frey,Marketing,INV-2023-345,30-09-2024,49100.77,30-10-2024,28-10-2024,Paid,Bank Transfer,0
VEN346,Moore-Guerra,Marketing,INV-2023-346,10-09-2024,117224.52,10-10-2024,05-10-2024,Paid,UPI,0
VEN347,"Butler, Montgomery and Wilkinson",Packaging,INV-2023-347,18-12-2024,20489.51,17-01-2025,12-01-2025,Paid,UPI,0
VEN348,Macias and Sons,Restaurant Partners,INV-2023-348,17-10-2024,122916.2,16-11-2024,,Overdue,Cheque,117
VEN349,Garza-Walsh,Packaging,INV-2023-349,18-11-2024,92751.71,18-12-2024,13-12-2024,Paid,UPI,0
VEN350,Moore-Soto,Marketing,INV-2023-350,26-12-2024,143567.9,25-01-2025,20-01-2025,Paid,UPI,0
VEN351,Mendoza PLC,Logistics,INV-2023-351,19-06-2024,99785.55,19-07-2024,14-07-2024,Paid,Bank Transfer,0
VEN352,"Lamb, Cooper and Matthews",Logistics,INV-2023-352,16-12-2024,180358.92,15-01-2025,25-01-2025,Paid,Cheque,0
VEN353,"Munoz, Cain and Hull",Packaging,INV-2023-353,21-07-2024,112513.93,20-08-2024,20-08-2024,Paid,UPI,0
VEN354,Gomez-Grant,Marketing,INV-2023-354,06-06-2024,98459.87,06-07-2024,01-07-2024,Paid,Cheque,0
VEN355,Rodriguez-Mccall,Logistics,INV-2023-355,08-07-2024,146270.49,07-08-2024,02-08-2024,Paid,Bank Transfer,0
VEN356,Jenkins-Blackburn,Restaurant Partners,INV-2023-356,21-12-2024,125690.32,20-01-2025,,Pending,UPI,0
VEN357,"Mcgee, Murphy and King",Packaging,INV-2023-357,12-03-2025,94948.47,11-04-2025,,Overdue,Bank Transfer,-29
VEN358,"Hill, Green and Montgomery",Logistics,INV-2023-358,26-02-2025,86550.04,28-03-2025,23-03-2025,Paid,UPI,0
VEN359,Thomas and Sons,Logistics,INV-2023-359,18-09-2024,152859.14,18-10-2024,13-10-2024,Paid,UPI,0
VEN360,Black-Wood,Restaurant Partners,INV-2023-360,06-08-2024,193846.28,05-09-2024,,Overdue,Bank Transfer,189
VEN361,"Taylor, Kaufman and Carter",Marketing,INV-2023-361,17-03-2024,165128.97,16-04-2024,,Overdue,Cheque,331
VEN362,Hayes-Brown,Restaurant Partners,INV-2023-362,31-05-2024,88217.17,30-06-2024,,Overdue,Cheque,256
VEN363,Lewis-Rush,Packaging,INV-2023-363,19-02-2025,186860.75,21-03-2025,26-03-2025,Paid,Cheque,0
VEN364,Tucker-Sullivan,Logistics,INV-2023-364,13-02-2025,132253.28,15-03-2025,25-03-2025,Paid,UPI,0
VEN365,Miles-Mclaughlin,Marketing,INV-2023-365,15-07-2024,144187.54,14-08-2024,,Overdue,UPI,211
VEN366,Smith-Alvarez,Marketing,INV-2023-366,18-04-2024,60801.73,18-05-2024,18-05-2024,Paid,Bank Transfer,0
VEN367,Smith-Gutierrez,Packaging,INV-2023-367,19-12-2024,6911.02,18-01-2025,,Overdue,Bank Transfer,54
VEN368,Mullins-Johnson,Packaging,INV-2023-368,05-02-2025,129241.57,07-03-2025,02-03-2025,Paid,Bank Transfer,0
VEN369,Glover-Washington,Packaging,INV-2023-369,16-10-2024,117675.1,15-11-2024,20-11-2024,Paid,Cheque,0
VEN370,Walters Group,Packaging,INV-2023-370,01-07-2024,59324.12,31-07-2024,31-07-2024,Paid,Bank Transfer,0
VEN371,Ramirez and Sons,Logistics,INV-2023-371,11-09-2024,161728.31,11-10-2024,16-10-2024,Paid,Bank Transfer,0
VEN372,Evans-Bailey,Restaurant Partners,INV-2023-372,08-03-2025,198411.38,07-04-2025,,Overdue,Cheque,-25
VEN373,"Hernandez, Waller and Thompson",Logistics,INV-2023-373,05-09-2024,158659.59,05-10-2024,15-10-2024,Paid,Bank Transfer,0
VEN374,Ellis-Washington,Restaurant Partners,INV-2023-374,28-06-2024,9957.15,28-07-2024,,Overdue,Bank Transfer,228
VEN375,Hernandez PLC,Marketing,INV-2023-375,15-01-2025,139889.68,14-02-2025,,Overdue,UPI,27
VEN376,"Clark, Castillo and Murphy",Restaurant Partners,INV-2023-376,27-05-2024,44022.76,26-06-2024,,Overdue,Bank Transfer,260
VEN377,Ramos-Silva,Logistics,INV-2023-377,21-09-2024,166094.07,21-10-2024,,Overdue,UPI,143
VEN378,Phillips LLC,Logistics,INV-2023-378,07-02-2025,157614.35,09-03-2025,07-03-2025,Paid,Cheque,0
VEN379,"Brown, Benton and Alvarez",Restaurant Partners,INV-2023-379,14-06-2024,36188.56,14-07-2024,,Pending,Cheque,0
VEN380,Dudley-Carroll,Packaging,INV-2023-380,27-03-2024,30143.92,26-04-2024,,Overdue,Cheque,321
VEN381,Smith-Rosario,Logistics,INV-2023-381,01-04-2024,15647.2,01-05-2024,01-05-2024,Paid,UPI,0
VEN382,Hopkins and Sons,Packaging,INV-2023-382,23-12-2024,120551.7,22-01-2025,22-01-2025,Paid,UPI,0
VEN383,Hernandez PLC,Logistics,INV-2023-383,21-03-2024,122833.54,20-04-2024,15-04-2024,Paid,Cheque,0
VEN384,"Hudson, Miller and Trevino",Logistics,INV-2023-384,08-08-2024,191497.76,07-09-2024,,Pending,Cheque,0
VEN385,"Gutierrez, Peterson and Ward",Logistics,INV-2023-385,02-06-2024,52788.73,02-07-2024,,Overdue,Bank Transfer,254
VEN386,Mcintosh-Bennett,Packaging,INV-2023-386,01-12-2024,176891,31-12-2024,31-12-2024,Paid,Bank Transfer,0
VEN387,Taylor LLC,Restaurant Partners,INV-2023-387,30-04-2024,44538.65,30-05-2024,,Overdue,Cheque,287
VEN388,Mccarty Inc,Logistics,INV-2023-388,29-06-2024,42250.59,29-07-2024,,Pending,Cheque,0
VEN389,Gould-Trujillo,Restaurant Partners,INV-2023-389,01-12-2024,197718.99,31-12-2024,,Overdue,Bank Transfer,72
VEN390,Johnson-George,Marketing,INV-2023-390,25-03-2024,133608.2,24-04-2024,,Pending,Bank Transfer,0
VEN391,Reilly Inc,Logistics,INV-2023-391,30-03-2024,106620.22,29-04-2024,,Overdue,Bank Transfer,318
VEN392,Dixon-Schultz,Marketing,INV-2023-392,10-07-2024,64436.78,09-08-2024,,Overdue,UPI,216
VEN393,Bell Ltd,Marketing,INV-2023-393,14-09-2024,199086.5,14-10-2024,,Overdue,UPI,150
VEN394,Nunez-Wong,Restaurant Partners,INV-2023-394,05-06-2024,99674.09,05-07-2024,03-07-2024,Paid,Bank Transfer,0
VEN395,"Butler, Garner and York",Restaurant Partners,INV-2023-395,10-01-2025,139927.78,09-02-2025,04-02-2025,Paid,Cheque,0
VEN396,Daniels-Rodriguez,Marketing,INV-2023-396,14-06-2024,155229.25,14-07-2024,,Pending,Bank Transfer,0
VEN397,Perez-Morales,Marketing,INV-2023-397,16-08-2024,151253.2,15-09-2024,,Overdue,Cheque,179
VEN398,"Jacobs, Berry and Johnson",Restaurant Partners,INV-2023-398,26-01-2025,174058.33,25-02-2025,,Pending,UPI,0
VEN399,"Schmidt, Church and Williams",Packaging,INV-2023-399,19-10-2024,137331.91,18-11-2024,,Overdue,Bank Transfer,115
VEN400,Henry LLC,Packaging,INV-2023-400,14-03-2024,148718.08,13-04-2024,,Pending,Bank Transfer,0
VEN401,"Cox, Erickson and Horton",Restaurant Partners,INV-2023-401,13-08-2024,125695.54,12-09-2024,22-09-2024,Paid,UPI,0
VEN402,"Berry, Blevins and Montgomery",Packaging,INV-2023-402,23-09-2024,90382.59,23-10-2024,,Overdue,Bank Transfer,141
VEN403,Werner-Miller,Logistics,INV-2023-403,15-10-2024,72330.86,14-11-2024,,Pending,Bank Transfer,0
VEN404,Lang-Lowe,Logistics,INV-2023-404,17-01-2025,10821.75,16-02-2025,,Overdue,Cheque,25
VEN405,Velazquez-Nguyen,Marketing,INV-2023-405,23-04-2024,160246.57,23-05-2024,,Pending,UPI,0
VEN406,"Young, Bowman and Taylor",Logistics,INV-2023-406,01-07-2024,29952.32,31-07-2024,29-07-2024,Paid,Bank Transfer,0
VEN407,Turner-Day,Restaurant Partners,INV-2023-407,19-11-2024,183271.16,19-12-2024,,Pending,UPI,0
VEN408,Mcpherson-Vasquez,Restaurant Partners,INV-2023-408,04-10-2024,47403.67,03-11-2024,,Pending,Cheque,0
VEN409,Casey Inc,Logistics,INV-2023-409,11-03-2025,155960.83,10-04-2025,,Pending,UPI,0
VEN410,Fox-Kelley,Restaurant Partners,INV-2023-410,09-12-2024,126622.86,08-01-2025,03-01-2025,Paid,UPI,0
VEN411,Jackson-Olsen,Restaurant Partners,INV-2023-411,03-11-2024,28277.24,03-12-2024,,Overdue,Bank Transfer,100
VEN412,Cruz Inc,Marketing,INV-2023-412,21-02-2025,118495.27,23-03-2025,,Overdue,Bank Transfer,-10
VEN413,Davis Inc,Logistics,INV-2023-413,28-10-2024,67935.49,27-11-2024,,Pending,Cheque,0
VEN414,Miller LLC,Logistics,INV-2023-414,30-10-2024,12860.2,29-11-2024,,Pending,Cheque,0
VEN415,Hernandez-Livingston,Logistics,INV-2023-415,22-02-2025,162825.91,24-03-2025,29-03-2025,Paid,Bank Transfer,0
VEN416,Valdez Ltd,Packaging,INV-2023-416,21-02-2025,197994.64,23-03-2025,,Pending,Cheque,0
VEN417,"Martin, Davis and Carney",Logistics,INV-2023-417,16-11-2024,7909.68,16-12-2024,,Overdue,Cheque,87
VEN418,Gomez PLC,Packaging,INV-2023-418,21-10-2024,63799.72,20-11-2024,,Pending,Bank Transfer,0
VEN419,"Beck, Wilson and Braun",Restaurant Partners,INV-2023-419,09-03-2025,12514.68,08-04-2025,03-04-2025,Paid,Bank Transfer,0
VEN420,Kennedy Group,Marketing,INV-2023-420,07-09-2024,140600.83,07-10-2024,,Pending,UPI,0
VEN421,"Hansen, Garner and Day",Packaging,INV-2023-421,12-08-2024,182768.78,11-09-2024,,Pending,Cheque,0
VEN422,"Flores, Gray and Davis",Packaging,INV-2023-422,10-05-2024,181033.06,09-06-2024,,Pending,Bank Transfer,0
VEN423,Brown and Sons,Logistics,INV-2023-423,07-06-2024,178964.3,07-07-2024,07-07-2024,Paid,Cheque,0
VEN424,"Baird, Lynch and Brown",Restaurant Partners,INV-2023-424,20-09-2024,160659.88,20-10-2024,,Pending,Cheque,0
VEN425,Jimenez-King,Packaging,INV-2023-425,30-10-2024,153444.49,29-11-2024,,Pending,Cheque,0
VEN426,Townsend Group,Marketing,INV-2023-426,15-08-2024,138710.15,14-09-2024,,Pending,Cheque,0
VEN427,"Lopez, Torres and Ward",Restaurant Partners,INV-2023-427,17-03-2024,101014.21,16-04-2024,14-04-2024,Paid,Bank Transfer,0
VEN428,"Garcia, Smith and Martinez",Marketing,INV-2023-428,04-11-2024,177155.1,04-12-2024,09-12-2024,Paid,UPI,0
VEN429,Arnold-Hickman,Marketing,INV-2023-429,28-05-2024,144405.78,27-06-2024,,Pending,Cheque,0
VEN430,Garcia-Miller,Restaurant Partners,INV-2023-430,07-02-2025,57639.57,09-03-2025,04-03-2025,Paid,UPI,0
VEN431,Adams and Sons,Packaging,INV-2023-431,11-05-2024,76098.59,10-06-2024,,Pending,Bank Transfer,0
VEN432,Mcdonald PLC,Restaurant Partners,INV-2023-432,23-06-2024,66769.89,23-07-2024,28-07-2024,Paid,Bank Transfer,0
VEN433,Blankenship-Lopez,Marketing,INV-2023-433,27-06-2024,198745.03,27-07-2024,,Overdue,Bank Transfer,229
VEN434,"Singh, Gaines and Adams",Marketing,INV-2023-434,17-04-2024,180103.01,17-05-2024,,Overdue,Bank Transfer,300
VEN435,Clark LLC,Logistics,INV-2023-435,14-08-2024,168803.41,13-09-2024,18-09-2024,Paid,UPI,0
